"flightairvehicleid","flightid","planeid"
"31777","22716","61"
"31778","22716","83"
"31779","22716","70"
"31780","22717","70"
"31781","22717","69"
"31782","22717","83"
"31783","22717","61"
"31784","22718","69"
"31785","22719","69"
"31786","22720","69"
"31787","22721","88"
"31788","22722","61"
"31789","22723","108"
"31790","22723","69"
"31791","22724","69"
"31792","22725","69"
"31793","22726","69"
"31794","22726","96"
"31795","22727","69"
"31796","22728","96"
"31797","22728","69"
"31798","22729","69"
"31799","22730","108"
"31800","22730","69"
"31801","22731","69"
"31802","22732","96"
"31803","22733","70"
"31804","22733","61"
"31805","22734","69"
"31806","22735","69"
"31807","22736","108"
"31808","22737","70"
"31809","22737","69"
"31810","22737","61"
"31811","22738","69"
"31812","22739","69"
"31813","22740","108"
"31814","22741","108"
"31815","22742","69"
"31816","22743","88"
"31817","22744","88"
"31818","22745","69"
"31819","22746","69"
"31820","22747","61"
"31821","22748","69"
"31822","22748","83"
"31823","22749","69"
"31824","22749","70"
"31825","22749","61"
"31826","22749","83"
"31827","22750","69"
"31828","22750","61"
"31829","22750","96"
"31830","22751","108"
"31831","22752","83"
"31832","22753","96"
"31833","22753","69"
"31834","22754","69"
"31835","22754","108"
"31836","22755","69"
"31837","22756","108"
"31838","22757","69"
"31839","22758","69"
"31840","22759","99"
"31841","22760","96"
"31842","22761","69"
"31843","22761","70"
"31844","22761","61"
"31845","22761","83"
"31846","22762","69"
"31847","22763","69"
"31848","22763","108"
"31849","22764","47"
"31850","22764","61"
"31851","22764","77"
"31852","22764","66"
"31853","22764","69"
"31854","22764","70"
"31855","22764","49"
"31856","22765","61"
"31857","22766","108"
"31858","22767","83"
"31859","22768","83"
"31860","22768","69"
"31861","22769","69"
"31862","22770","108"
"31863","22770","69"
"31864","22771","108"
"31865","22772","69"
"31866","22772","83"
"31867","22773","69"
"31868","22773","96"
"31869","22774","69"
"31870","22775","69"
"31871","22776","69"
"31872","22777","108"
"31873","22777","69"
"31874","22778","69"
"31875","22779","70"
"31876","22779","61"
"31877","22780","69"
"31878","22781","108"
"31879","22781","69"
"31880","22782","69"
"31881","22782","83"
"31882","22782","70"
"31883","22783","61"
"31884","22784","69"
"31885","22785","69"
"31886","22786","69"
"31887","22787","70"
"31888","22788","69"
"31889","22788","108"
"31890","22789","61"
"31891","22790","108"
"31892","22791","69"
"31893","22792","61"
"31894","22793","83"
"31895","22794","69"
"31896","22795","69"
"31897","22796","61"
"31898","22797","108"
"31899","22798","108"
"31900","22798","69"
"31901","22799","88"
"31902","22800","61"
"31903","22801","69"
"31904","22802","108"
"31905","22802","69"
"31906","22803","69"
"31907","22804","69"
"31908","22805","69"
"31909","22806","69"
"31910","22806","96"
"31911","22807","69"
"31912","22808","96"
"31913","22808","69"
"31914","22809","69"
"31915","22810","108"
"31916","22811","108"
"31917","22811","69"
"31918","22812","69"
"31919","22813","96"
"31920","22814","99"
"31921","22815","61"
"31922","22815","70"
"31923","22816","69"
"31924","22817","69"
"31925","22818","108"
"31926","22819","70"
"31927","22819","69"
"31928","22819","61"
"31929","22820","69"
"31930","22821","69"
"31931","22822","108"
"31932","22823","108"
"31933","22824","69"
"31934","22825","69"
"31935","22826","88"
"31936","22827","88"
"31937","22828","69"
"31938","22829","69"
"31939","22830","61"
"31940","22831","83"
"31941","22831","69"
"31942","22832","69"
"31943","22833","69"
"31944","22833","70"
"31945","22833","61"
"31946","22833","83"
"31947","22834","69"
"31948","22834","96"
"31949","22835","108"
"31950","22836","83"
"31951","22837","83"
"31952","22838","96"
"31953","22838","69"
"31954","22839","69"
"31955","22839","108"
"31956","22840","69"
"31957","22841","108"
"31958","22842","69"
"31959","22843","69"
"31960","22844","99"
"31961","22845","99"
"31962","22846","96"
"31963","22847","61"
"31964","22847","69"
"31965","22847","70"
"31966","22847","83"
"31967","22848","69"
"31968","22849","69"
"31969","22849","108"
"31970","22850","47"
"31971","22850","61"
"31972","22850","77"
"31973","22850","66"
"31974","22850","69"
"31975","22850","70"
"31976","22850","49"
"31977","22850","28"
"31978","22851","61"
"31979","22852","108"
"31980","22853","108"
"31981","22854","69"
"31982","22855","69"
"31983","22856","66"
"31984","22857","83"
"31985","22858","83"
"31986","22859","83"
"31987","22860","83"
"31988","22860","69"
"31989","22861","69"
"31990","22862","108"
"31991","22862","69"
"31992","22863","108"
"31993","22864","69"
"31994","22864","83"
"31995","22865","69"
"31996","22866","69"
"31997","22866","96"
"31998","22867","69"
"31999","22868","69"
"32000","22869","69"
"32001","22870","69"
"32002","22870","108"
"32003","22871","100"
"32004","22872","69"
"32005","22873","61"
"32006","22874","70"
"32007","22874","61"
"32008","22875","69"
"32009","22876","108"
"32010","22876","69"
"32011","22877","35"
"32012","22877","18"
"32013","22878","69"
"32014","22878","83"
"32015","22878","70"
"32016","22879","61"
"32017","22880","69"
"32018","22881","69"
"32019","22882","69"
"32020","22883","70"
"32021","22884","69"
"32022","22885","69"
"32023","22885","108"
"32024","22886","69"
"32025","22887","61"
"32026","22888","68"
"32027","22888","78"
"32028","22889","61"
"32029","22890","108"
"32030","22891","69"
"32031","22892","69"
"32032","22893","108"
"32033","22894","68"
"32034","22894","78"
"32035","22895","66"
"32036","22896","66"
"32037","22897","83"
"32038","22898","69"
"32039","22899","61"
"32040","22900","83"
"32041","22901","69"
"32042","22902","69"
"32043","22903","61"
"32044","22904","66"
"32045","22905","66"
"32046","22906","108"
"32047","22907","66"
"32048","22908","108"
"32049","22908","69"
"32050","22909","90"
"32051","22910","90"
"32052","22911","90"
"32053","22912","90"
"32054","22913","90"
"32055","22914","90"
"32056","22915","97"
"32057","22916","97"
"32058","22917","31"
"32059","22917","49"
"32060","22917","12"
"32061","22917","11"
"32062","22917","89"
"32063","22918","97"
"32064","22919","12"
"32065","22919","31"
"32066","22919","49"
"32067","22919","11"
"32068","22919","89"
"32069","22920","97"
"32070","22921","97"
"32071","22922","97"
"32072","22923","97"
"32073","22924","97"
"32074","22925","97"
"32075","22926","97"
"32076","22927","12"
"32077","22928","12"
"32078","22929","12"
"32079","22930","12"
"32080","22931","12"
"32081","22932","12"
"32082","22933","12"
"32083","22934","12"
"32084","22935","12"
"32085","22936","12"
"32086","22937","12"
"32087","22938","12"
"32088","22939","13"
"32089","22940","13"
"32090","22941","21"
"32091","22941","13"
"32092","22942","13"
"32093","22943","79"
"32094","22944","13"
"32095","22945","13"
"32096","22946","13"
"32097","22947","13"
"32098","22948","13"
"32099","22949","13"
"32100","22950","13"
"32101","22951","13"
"32102","22952","21"
"32103","22953","13"
"32104","22953","21"
"32105","22954","13"
"32106","22955","13"
"32107","22956","13"
"32108","22957","21"
"32109","22958","13"
"32110","22959","13"
"32111","22960","13"
"32112","22961","13"
"32113","22962","13"
"32114","22963","13"
"32115","22964","13"
"32116","22965","21"
"32117","22966","13"
"32118","22967","13"
"32119","22968","99"
"32120","22969","13"
"32121","22969","21"
"32122","22970","13"
"32123","22971","13"
"32124","22972","13"
"32125","22973","13"
"32126","22974","13"
"32127","22975","13"
"32128","22976","13"
"32129","22977","13"
"32130","22978","21"
"32131","22979","13"
"32132","22979","21"
"32133","22980","13"
"32134","22981","21"
"32135","22982","13"
"32136","22983","13"
"32137","22984","13"
"32138","22985","13"
"32139","22986","13"
"32140","22987","13"
"32141","22988","13"
"32142","22989","79"
"32143","22990","79"
"32144","22991","13"
"32145","22992","13"
"32146","22993","79"
"32147","22994","13"
"32148","22995","13"
"32149","22996","79"
"32150","22997","13"
"32151","22998","13"
"32152","22999","13"
"32153","23000","13"
"32154","23001","21"
"32155","23002","21"
"32156","23003","21"
"32157","23003","13"
"32158","23004","21"
"32159","23004","13"
"32160","23005","13"
"32161","23006","13"
"32162","23007","13"
"32163","23008","13"
"32164","23008","21"
"32165","23009","21"
"32166","23010","13"
"32167","23011","13"
"32168","23012","13"
"32169","23013","13"
"32170","23014","13"
"32171","23015","13"
"32172","23016","13"
"32173","23017","21"
"32174","23018","13"
"32175","23019","13"
"32176","23020","13"
"32177","23021","13"
"32178","23022","13"
"32179","23023","13"
"32180","23024","13"
"32181","23025","13"
"32182","23026","13"
"32183","23027","21"
"32184","23028","13"
"32185","23029","13"
"32186","23030","13"
"32187","23031","13"
"32188","23032","13"
"32189","23033","13"
"32190","23034","13"
"32191","23035","21"
"32192","23036","13"
"32193","23037","21"
"32194","23038","13"
"32195","23039","13"
"32196","23040","13"
"32197","23041","13"
"32198","23042","13"
"32199","23043","13"
"32200","23044","13"
"32201","23045","13"
"32202","23046","13"
"32203","23047","21"
"32204","23048","21"
"32205","23049","21"
"32206","23050","13"
"32207","23051","13"
"32208","23052","13"
"32209","23053","13"
"32210","23054","13"
"32211","23055","13"
"32212","23056","21"
"32213","23057","21"
"32214","23058","13"
"32215","23058","21"
"32216","23059","13"
"32217","23060","21"
"32218","23061","13"
"32219","23062","13"
"32220","23063","13"
"32221","23064","13"
"32222","23065","13"
"32223","23066","13"
"32224","23067","13"
"32225","23068","13"
"32226","23069","13"
"32227","23070","13"
"32228","23071","13"
"32229","23072","13"
"32230","23073","13"
"32231","23074","21"
"32232","23074","13"
"32233","23075","13"
"32234","23076","13"
"32235","23077","13"
"32236","23078","13"
"32237","23078","21"
"32238","23079","13"
"32239","23080","13"
"32240","23081","13"
"32241","23082","13"
"32242","23082","21"
"32243","23083","13"
"32244","23084","13"
"32245","23085","21"
"32246","23085","13"
"32247","23086","13"
"32248","23087","21"
"32249","23088","13"
"32250","23089","21"
"32251","23090","13"
"32252","23091","21"
"32253","23092","21"
"32254","23093","13"
"32255","23094","13"
"32256","23095","13"
"32257","23096","21"
"32258","23097","13"
"32259","23098","13"
"32260","23099","21"
"32261","23100","13"
"32262","23101","13"
"32263","23102","13"
"32264","23103","13"
"32265","23104","13"
"32266","23105","13"
"32267","23106","13"
"32268","23107","13"
"32269","23108","9"
"32270","23109","9"
"32271","23110","9"
"32272","23111","9"
"32273","23112","12"
"32274","23112","49"
"32275","23113","49"
"32276","23114","9"
"32277","23115","9"
"32278","23116","9"
"32279","23117","12"
"32280","23118","9"
"32281","23119","12"
"32282","23119","49"
"32283","23120","9"
"32284","23121","12"
"32285","23122","49"
"32286","23123","9"
"32287","23124","49"
"32288","23125","12"
"32289","23126","12"
"32290","23127","9"
"32291","23128","9"
"32292","23128","49"
"32293","23129","9"
"32294","23130","49"
"32295","23131","49"
"32296","23131","9"
"32297","23132","9"
"32298","23133","9"
"32299","23134","49"
"32300","23135","9"
"32301","23136","49"
"32302","23137","49"
"32303","23138","12"
"32304","23139","9"
"32305","23140","11"
"32306","23141","12"
"32307","23142","9"
"32308","23143","12"
"32309","23144","9"
"32310","23145","9"
"32311","23145","49"
"32312","23146","9"
"32313","23147","49"
"32314","23148","49"
"32315","23149","49"
"32316","23150","9"
"32317","23151","49"
"32318","23152","35"
"32319","23153","65"
"32320","23153","55"
"32321","23154","35"
"32322","23155","35"
"32323","23156","55"
"32324","23157","96"
"32325","23158","35"
"32326","23159","35"
"32327","23160","35"
"32328","23161","35"
"32329","23162","47"
"32330","23163","35"
"32331","23164","35"
"32332","23165","35"
"32333","23166","96"
"32334","23167","47"
"32335","23168","35"
"32336","23169","35"
"32337","23170","35"
"32338","23171","47"
"32339","23172","35"
"32340","23173","38"
"32341","23174","38"
"32342","23175","98"
"32343","23176","65"
"32344","23176","47"
"32345","23177","69"
"32346","23178","38"
"32347","23179","65"
"32348","23179","55"
"32349","23180","47"
"32350","23180","65"
"32351","23181","55"
"32352","23182","35"
"32353","23182","65"
"32354","23183","38"
"32355","23184","65"
"32356","23185","96"
"32357","23185","47"
"32358","23185","98"
"32359","23185","38"
"32360","23186","38"
"32361","23186","65"
"32362","23187","55"
"32363","23188","47"
"32364","23188","65"
"32365","23189","38"
"32366","23190","98"
"32367","23191","98"
"32368","23192","35"
"32369","23193","35"
"32370","23194","35"
"32371","23195","98"
"32372","23196","98"
"32373","23197","47"
"32374","23197","55"
"32375","23198","35"
"32376","23198","65"
"32377","23199","35"
"32378","23200","35"
"32379","23201","96"
"32380","23202","38"
"32381","23203","35"
"32382","23203","65"
"32383","23204","47"
"32384","23205","35"
"32385","23205","47"
"32386","23206","47"
"32387","23207","69"
"32388","23208","47"
"32389","23209","98"
"32390","23209","65"
"32391","23210","98"
"32392","23210","96"
"32393","23211","47"
"32394","23212","96"
"32395","23213","98"
"32396","23214","47"
"32397","23214","35"
"32398","23215","65"
"32399","23216","65"
"32400","23216","47"
"32401","23217","47"
"32402","23217","35"
"32403","23217","65"
"32404","23218","38"
"32405","23218","47"
"32406","23219","47"
"32407","23219","55"
"32408","23219","38"
"32409","23220","55"
"32410","23221","55"
"32411","23222","96"
"32412","23223","47"
"32413","23224","98"
"32414","23224","96"
"32415","23225","47"
"32416","23226","38"
"32417","23227","38"
"32418","23228","68"
"32419","23229","69"
"32420","23230","35"
"32421","23231","89"
"32422","23231","11"
"32423","23232","55"
"32424","23233","12"
"32425","23234","31"
